id	name	type	type_general	species	kingdom	product_names	product_counts	most_unique_product_name	most_unique_product_count
B1B1U4	Beta-eudesmol synthase	sesq	sesq	Zingiber zerumbet	Plantae	β-eudesmol; 10-epi-γ-eudesmol; α-eudesmol	[3, 1, 1]	10-epi-γ-eudesmol	1
B1PLH3	Terpene cyclase/mutase family member	tri	tri	Solanum lycopersicum	Plantae	β-amyrin; lanosterol	[41, 16]	lanosterol	16
B1W019	(+)-caryolan-1-ol synthase	sesq	sesq	Streptomyces griseus subsp. Griseus	Bacteria	(+)-β-caryophyllene; (+)-caryolan-1-ol	[3, 1]	(+)-caryolan-1-ol	1
B2C4D0	(E)-beta-caryophyllene synthase	sesq	sesq	Zea mays	Plantae	(−)-β-caryophyllene	[64]	(−)-β-caryophyllene	64
B2C4D3	(E)-beta-caryophyllene synthase	sesq	sesq	Zea diploperennis	Plantae	(−)-β-caryophyllene; (1E,4E,8E)-α-humulene	[64, 35]	(1E,4E,8E)-α-humulene	35
B2C4D4	(E)-beta-caryophyllene synthase	sesq	sesq	Zea mays	Plantae	(−)-β-caryophyllene; (1E,4E,8E)-α-humulene	[64, 35]	(1E,4E,8E)-α-humulene	35
B2C4D5	(E)-beta-caryophyllene synthase	sesq	sesq	Zea luxurians	Plantae	(−)-β-caryophyllene; (1E,4E,8E)-α-humulene	[64, 35]	(1E,4E,8E)-α-humulene	35
B2C4D6	(E)-beta-caryophyllene synthase	sesq	sesq	Zea mays	Plantae	(−)-β-caryophyllene; (1E,4E,8E)-α-humulene	[64, 35]	(1E,4E,8E)-α-humulene	35
B2C4D7	(E)-beta-caryophyllene synthase	sesq	sesq	Zea mays	Plantae	(−)-β-caryophyllene; (1E,4E,8E)-α-humulene	[64, 35]	(1E,4E,8E)-α-humulene	35
B2C4D8	(E)-beta-caryophyllene synthase	sesq	sesq	Zea perennis	Plantae	(−)-β-caryophyllene; (1E,4E,8E)-α-humulene	[64, 35]	(1E,4E,8E)-α-humulene	35
B2DBF0	Phyllocladan-16-alpha-ol synthase	di-int; di	mixed	Phomopsis amygdali 	Fungi	5α,9α,10β-labda-8(20),13-dien-15-yl diphosphate(3−); phyllocladan-16α-ol	[16, 1]	phyllocladan-16α-ol	1
B2DBF1	Copalyl diphosphate synthase	di-int	di	Phomopsis amygdali	Fungi	5α,9α,10β-labda-8(20),13-dien-15-yl diphosphate(3−)	[16]	5α,9α,10β-labda-8(20),13-dien-15-yl diphosphate(3−)	16
B2J4A4	Germacrene A synthase	sesq	sesq	Nostoc punctiforme	Bacteria	5-epi-α-selinene	[1]	5-epi-α-selinene	1
B2KSJ5	(+)-gamma-cadinene synthase	sesq	sesq	Cucumis melo 	Plantae	(+)-γ-cadinene; (+)-δ-cadinene	[3, 20]	(+)-γ-cadinene	3
B2KSJ6	Alpha-farnesene synthase	sesq	sesq	Cucumis melo	Plantae	(E,E)-α-farnesene	[9]	(E,E)-α-farnesene	9
B3TPQ6	Beta-cubebene synthase	sesq	sesq	Magnolia grandiflora	Plantae	β-cubebene	[6]	β-cubebene	6
B3TPQ7	Alpha-terpineol synthase	mono	mono	Magnolia grandiflora	Plantae	(S)-(−)-α-terpineol; (R)-(+)-α-terpineol	[14, 2]	(R)-(+)-α-terpineol	2
B3Y522	Dammaradiene synthase	tri	tri	Dryopteris crassirhizoma	Plantae	dammara-20,24-diene	[1]	dammara-20,24-diene	1
B4XAK4	Caryophyllene/humulene synthase	sesq	sesq	Pinus sylvestris	Plantae	(−)-β-caryophyllene; (1E,4E,8E)-α-humulene	[64, 35]	(1E,4E,8E)-α-humulene	35
B4XAK5	1(10),5-germacradien-4-ol synthase	sesq	sesq	Pinus sylvestris	Plantae	1(10),5-germacradien-4-ol	[1]	1(10),5-germacradien-4-ol	1
B4XAK6	Longifolene synthase	sesq	sesq	Pinus sylvestris	Plantae	(+)-longifolene; (+)-α-longipinene	[2, 4]	(+)-longifolene	2
B4YYR2	Germacrene B synthase	sesq	sesq	Cistus creticus	Plantae	(1E,4E)-germacrene B	[9]	(1E,4E)-germacrene B	9
B5A434	(+)-alpha-terpineol synthase	mono; sesq	mixed	Santalum album	Plantae	(R)-(+)-α-terpineol; (4S)-limonene; linalool; β-myrcene; (−)-α-pinene; (+)-sabinene; geraniol; terpinolene; β-bisabolene	[2, 18, 27, 58, 26, 9, 21, 40, 16]	(R)-(+)-α-terpineol	2
B5A435	Sesquiterpene synthase	sesq	sesq	Santalum album	Plantae	germacrene D-4-ol; (−)-helminthogermacrene; (−)-β-elemene; α-guaiene; (1E,4E,8E)-α-humulene; γ-muurolene; (+)-β-selinene; α-selinene; δ-guaiene; γ-cadinene; δ-cadinene; (6E)-nerolidol; linalool	[2, 1, 26, 5, 35, 12, 8, 10, 8, 7, 37, 16, 27]	(−)-helminthogermacrene	1
B5GMG2	1,8-cineole synthase	mono	mono	Streptomyces clavuligerus	Bacteria	1,8-cineole; 1,8-cineole	[18, 18]	1,8-cineole	18
B5GRC8	Labda-7,13(16),14-triene synthase	di	di	Streptomyces clavuligerus	Bacteria	labda-7,13(16),14-triene	[1]	labda-7,13(16),14-triene	1
B5GS26	(-)-delta-cadinene synthase	sesq	sesq	Streptomyces clavuligerus	Bacteria	δ-cadinene	[37]	δ-cadinene	37
B5GW45	(+)-T-muurolol synthase	sesq	sesq	Streptomyces clavuligerus	Bacteria	(+)-τ-muurolol	[2]	(+)-τ-muurolol	2
B5H7H3	Pristinol synthase	sesq	sesq	Streptomyces pristinaespiralis	Bacteria	(+)-(2S,3R,9R)-pristinol	[2]	(+)-(2S,3R,9R)-pristinol	2
B5HDJ6	Selina-4(15),7(11)-diene synthase	sesq	sesq	Streptomyces pristinaespiralis	Bacteria	selina-4(15),7(11)-diene	[1]	selina-4(15),7(11)-diene	1
B6EXY6	Beta-amyrin synthase	tri	tri	Arabidopsis thaliana 	Plantae	β-amyrin	[41]	β-amyrin	41
B6H063	Aristolochene synthase prx2	sesq	sesq	Penicillium rubens	Fungi	(+)-aristolochene	[4]	(+)-aristolochene	4
B6HFX8	Conidiogenone synthase	di	di	Penicillium rubens	Fungi	penichrysol	[4]	penichrysol	4
B6K412	Squalene-hopene cyclase	tri	tri	Schizosaccharomyces japonicus	Fungi	hop-22(29)-ene; hopan-22-ol	[4, 4]	hop-22(29)-ene	4
B6SCF4	Myrcene synthase, chloroplastic	mono	mono	Humulus lupulus	Plantae	β-myrcene	[58]	β-myrcene	58
B6SCF5	Alpha-humulene synthase	sesq	sesq	Humulus lupulus	Plantae	(1E,4E,8E)-α-humulene	[35]	(1E,4E,8E)-α-humulene	35
B6SCF6	Germacrene-A synthase	sesq	sesq	Humulus lupulus	Plantae	(+)-(R)-germacrene A	[12]	(+)-(R)-germacrene A	12
B6UV92	Phytoene synthase 3, chloroplastic	tetra	tetra	Oryza sativa subsp. japonica	Plantae	15-cis-phytoene	[15]	15-cis-phytoene	15
B8PD44	Sesquiterpene synthase 10	sesq	sesq	Postia placenta	Fungi	α-copaene; β-cubebene; α‐cubebene; cyclosativene; sativene; β-copaene; sesquisabinene B; cadina-1(6),4-diene; γ-muurolene; bicyclosesquiphellandrene; allo-aromadendr-9-ene; (+)-4-epi-cubebol; α-muurolene; cubebol; δ-cadinene	[13, 6, 3, 1, 2, 12, 5, 7, 12, 2, 1, 3, 18, 2, 37]	cyclosativene	1
B8PQ84	Copalyl diphosphate synthase CPS1, chloroplastic	di-int	di	Salvia miltiorrhiza	Plantae	5α,9α,10β-labda-8(20),13-dien-15-yl diphosphate(3−)	[16]	5α,9α,10β-labda-8(20),13-dien-15-yl diphosphate(3−)	16
B8XA41	Santalene and bergamotene synthase	sesq	sesq	Solanum habrochaites	Plantae	(+)-α-santalene; (+)-endo-β-bergamotene; (−)-endo-α-bergamotene	[6, 2, 4]	(+)-endo-β-bergamotene	2
B9GSM9	Terpene synthase	di-int	di	Populus trichocarpa	Plantae	5β,9α,10α-labda-8(20),13-dien-15-yl diphosphate(3−)	[21]	5β,9α,10α-labda-8(20),13-dien-15-yl diphosphate(3−)	21
B9RHW5	Casbene synthase	di	di	Ricinus communis	Plantae	casbene	[2]	casbene	2
B9RXW0	Alpha-farnesene synthase	sesq	sesq	Ricinus communis	Plantae	(E,E)-α-farnesene	[9]	(E,E)-α-farnesene	9
B9S9Z3	Alpha-copaene synthase	sesq	sesq	Ricinus communis	Plantae	(+)-δ-cadinene; α-copaene	[20, 13]	α-copaene	13
B9T625	Ent-kaurene synthase B	di	di	Ricinus communis	Plantae	ent-kaurene	[31]	ent-kaurene	31
B9X0J1	Baccharis oxide synthase	tri	tri	Stevia rebaudiana	Plantae	baccharis oxide	[1]	baccharis oxide	1
BAR94033.1	Diterpene synthase	di	di	"Stylissa massa 
"	Animalia	mixed diterpenes	[1]	mixed diterpenes	1
BDI63083.1	Sesquiterpene synthase	sesq	sesq	Agaricus bisporus	Fungi	cadina-1,4-diene; cadina-1(6),4-diene; δ-cadinene; zonarene	[6, 7, 37, 6]	cadina-1,4-diene	6
BDI63084.1	Sesquiterpene synthase	sesq	sesq	Agaricus bisporus	Fungi	δ-cadinene; epizonarene	[37, 4]	epizonarene	4
BDI63085.1	Sesquiterpene synthase	sesq	sesq	Agaricus bisporus	Fungi	(Z)-α-bisabolene	[5]	(Z)-α-bisabolene	5
BDI63087.1	Sesquiterpene synthase	sesq	sesq	Au. vulgare	Fungi	Δ6-Protoilludene	[1]	Δ6-Protoilludene	1
BDI63091.1	Sesquiterpene synthase	sesq	sesq	Au. vulgare	Fungi	cadina-1,4-diene; cadina-1(6),4-diene; δ-cadinene; β-copaene; (E)-β-farnesene; zonarene	[6, 7, 37, 12, 4, 6]	(E)-β-farnesene	4
BDI63095.1	Sesquiterpene synthase	sesq	sesq	Lepista nuda	Fungi	Δ6-protoilludene	[20]	Δ6-protoilludene	20
BDI63096.1	Sesquiterpene synthase	sesq	sesq	Lepista nuda	Fungi	Δ6-protoilludene	[20]	Δ6-protoilludene	20
BDI63099.1	Sesquiterpene synthase	sesq	sesq	Lepista nuda	Fungi	cadina-1,4-diene; cadina-1(6),4-diene; δ-cadinene ; β-copaene; zonarene	[6, 7, 1, 12, 6]	δ-cadinene 	1
BDI63103.1	Sesquiterpene synthase	sesq	sesq	Lepista nuda	Fungi	β-barbatene	[2]	β-barbatene	2
BDI63105.1	Sesquiterpene synthase	sesq	sesq	Lepista nuda	Fungi	unknown compound	[1]	unknown compound	1
BDI63106.1	Sesquiterpene synthase	sesq	sesq	Lepista nuda	Fungi	acora-3,7(14)-diene	[1]	acora-3,7(14)-diene	1
BDI63107.1	Sesquiterpene synthase	sesq	sesq	P. ostreatus	Fungi	δ-cadinene; isobazzanene; α-muurolene	[37, 4, 18]	isobazzanene	4
BDI63108.1	Sesquiterpene synthase	sesq	sesq	P. ostreatus	Fungi	δ-cadinene; α-muurolene; zonarene	[37, 18, 6]	zonarene	6
BDI63109.1	Sesquiterpene synthase	sesq	sesq	P. ostreatus	Fungi	δ-cadinene; isobazzanene; α-muurolene	[37, 4, 18]	isobazzanene	4
BDI63110.1	Sesquiterpene synthase	sesq	sesq	P. ostreatus	Fungi	cadina-1,4-diene; cadina-1(6),4-diene; δ-cadinene; (E)-β-farnesene; zonarene	[6, 7, 37, 4, 6]	(E)-β-farnesene	4
BDI63111.1	Sesquiterpene synthase	sesq	sesq	P. ostreatus	Fungi	pleostene	[2]	pleostene	2
BDI63113.1	Sesquiterpene synthase	sesq	sesq	P. ostreatus	Fungi	α-cuprenene	[1]	α-cuprenene	1
BDI63114.1	Sesquiterpene synthase	sesq	sesq	T. versicolor	Fungi	δ-cadinene	[37]	δ-cadinene	37
BDI63116.1	Sesquiterpene synthase	sesq	sesq	T. versicolor	Fungi	cadina-1,4-diene; cadina-1(6),4-diene; δ-cadinene; β-copaene; zonarene	[6, 7, 37, 12, 6]	cadina-1,4-diene	6
BDI63117.1	Sesquiterpene synthase	sesq	sesq	T. versicolor	Fungi	cadina-1,4-diene; cadina-1(6),4-diene; δ-cadinene; β-copaene; (E)-β-farnesene	[6, 7, 37, 12, 4]	(E)-β-farnesene	4
BDI63118.1	Sesquiterpene synthase	sesq	sesq	T. versicolor	Fungi	Δ6-protoilludene	[20]	Δ6-protoilludene	20
BDI63121.1	Sesquiterpene synthase	sesq	sesq	T. versicolor	Fungi	γ-cadinene	[7]	γ-cadinene	7
BDI63123.1	Sesquiterpene synthase	sesq	sesq	T. versicolor	Fungi	α-barbatene; β-barbatene	[1, 2]	α-barbatene	1
BDI63124.1	Sesquiterpene synthase	sesq	sesq	T. versicolor	Fungi	dauca-4(11),8-diene; isobazzanene	[1, 4]	dauca-4(11),8-diene	1
BDO24661.1	Sesquiterpene synthase	sesq	sesq	Lepista nuda	Fungi	pleostene; isobazzanene	[2, 4]	pleostene	2
BaTC-1		di	di	Briareum asbestinum	Coral	cembrene A	[4]	cembrene A	4
BaTC-2		di; sesq; mono	mixed	Briareum asbestinum	Coral	klysimplexin R; (2-trans,6-trans)-farnesol; geraniol	[2, 7, 21]	klysimplexin R	2
C0KWV3	Linalool synthase	mono	mono	Perilla setoyensis	Plantae	linalool	[27]	linalool	27
C0KWV4	Geraniol synthase	mono	mono	Perilla setoyensis	Plantae	geraniol	[21]	geraniol	21
C0KWV5	Linalool synthase	mono	mono	Perilla frutescens var. hirtella	Plantae	linalool	[27]	linalool	27
C0KWV6	Geraniol synthase	mono	mono	Perilla frutescens var. hirtella	Plantae	geraniol	[21]	geraniol	21
C0KWV7	Linalool synthase	mono	mono	Perilla frutescens var. hirtella	Plantae	linalool	[27]	linalool	27
C0PPM5	Alpha-longipinene synthase	sesq	sesq	Picea sitchensis	Plantae	(+)-α-longipinene; longifolene; γ-himachalene; trans-β-farnesene; β-longipinene	[4, 5, 3, 24, 1]	β-longipinene	1
C0PPR1	(-)-linalool synthase	mono	mono	Picea sitchensis	Plantae	(R)-linalool	[11]	(R)-linalool	11
C0PT35	1,8-cineole synthase	mono	mono	Picea sitchensis	Plantae	1,8-cineole; (S)-(−)-α-terpineol; β-myrcene; β-pinene; (+)-α-pinene	[18, 14, 58, 12, 10]	(+)-α-pinene	10
C0PTH8	(-)-beta-phellandrene synthase	mono	mono	Picea sitchensis	Plantae	β-phellandrene; (−)-β-pinene; (−)-α-pinene; β-myrcene; α-phellandrene; terpinolene	[13, 21, 26, 58, 14, 40]	β-phellandrene	13
C0SSW7	Ent-copalyl diphosphate synthase	di-int	di	Triticum aestivum	Plantae	5β,9α,10α-labda-8(20),13-dien-15-yl diphosphate(3−)	[21]	5β,9α,10α-labda-8(20),13-dien-15-yl diphosphate(3−)	21
C1K5M3	Beta-phellandrene synthase (neryl-diphosphate-cyclizing)	mono	mono	Solanum lycopersicum	Plantae	β-phellandrene	[13]	β-phellandrene	13
C3RSF5	Alpha pinene synthase	mono	mono	Chamaecyparis formosensis	Plantae	α-pinene	[20]	α-pinene	20
C5H3I7	Sesquiterpene synthase	sesq	sesq	Oryza sativa	Plantae	zingiberene; β-sesquiphellandrene	[9, 11]	zingiberene	9
C5I6F7	(E)-beta-caryophyllene synthase	sesq	sesq	Arabidopsis lyrata	Plantae	(−)-β-caryophyllene; (1E,4E,8E)-α-humulene	[64, 35]	(1E,4E,8E)-α-humulene	35
C5YHH7	Zingiberene synthase	sesq	sesq	Sorghum bicolor	Plantae	zingiberene	[9]	zingiberene	9
C5YHI2	Beta-sesquiphellandrene synthase	sesq	sesq	Sorghum bicolor	Plantae	β-sesquiphellandrene	[11]	β-sesquiphellandrene	11
C5YHZ9	Uncharacterized protein	sesq	sesq	Sorghum bicolor	Plantae	(−)-β-caryophyllene; (1E,4E,8E)-α-humulene	[64, 35]	(1E,4E,8E)-α-humulene	35
C5YN30	Uncharacterized protein	sesq	sesq	Sorghum bicolor	Plantae	(Z)-γ-bisabolene; (−)-exo-α-bergamotene	[9, 14]	(Z)-γ-bisabolene	9
C7ASI9	Carene synthase	mono	mono	Picea glauca	Plantae	(+)-car-3-ene	[11]	(+)-car-3-ene	11
C7E5V7	(E)-beta-farnesene synthase	sesq	sesq	Zea mays subsp. mexicana 	Plantae	trans-β-farnesene	[24]	trans-β-farnesene	24
C7E5V8	(E)-beta-farnesene synthase	sesq	sesq	Zea mays subsp. huehuetenangensis	Plantae	trans-β-farnesene	[24]	trans-β-farnesene	24
C7E5V9	(E)-beta-farnesene synthase	sesq	sesq	Zea diploperennis	Plantae	trans-β-farnesene	[24]	trans-β-farnesene	24
C7E5W0	(E)-beta-farnesene synthase	sesq	sesq	Zea perennis	Plantae	trans-β-farnesene	[24]	trans-β-farnesene	24
C7PLV2	(-)-gamma-cadinene synthase	sesq	sesq	Chitinophaga pinensis	Bacteria	(−)-γ-cadinene	[5]	(−)-γ-cadinene	5
C7SCX0	Terpene cyclase/mutase family member	tri	tri	Malus domestica	Plantae	β-amyrin	[41]	β-amyrin	41
C8XPS0	Miltiradiene synthase KSL1	di	di	Salvia miltiorrhiza	Plantae	miltiradiene	[9]	miltiradiene	9
C9K1X5	Cyclooctat-9-en-7-ol synthase	di	di	Streptomyces melanosporofaciens	Bacteria	cyclooctat-9-en-7-ol	[1]	cyclooctat-9-en-7-ol	1
C9K2Q3	Fusicoccadiene synthase	di	di	Alternaria brassicicola	Fungi	fusicocca-2,10(14)-diene	[2]	fusicocca-2,10(14)-diene	2
CgCS		tri	tri	Colletotrichum gloeosporioides	Fungi	colleterpenol	[1]	colleterpenol	1
CiTC-1		sesq	sesq	Capnella imbricata	Coral	Capnellene	[1]	Capnellene	1
D0UZK2	Terpene synthase 1	sesq	sesq	Citrus sinensis	Plantae	(+)-valencene	[7]	(+)-valencene	7
D0VFU8	Squalene synthase	tri	tri	Solanum lycopersicum	Plantae	squalene	[19]	squalene	19
D0VMR6	Delta-guaiene synthase 1	sesq	sesq	Aquilaria crassna	Plantae	δ-guaiene; α-guaiene	[8, 5]	α-guaiene	5
D0VMR7	Delta-guaiene synthase 2	sesq	sesq	Aquilaria crassna	Plantae	δ-guaiene; α-guaiene	[8, 5]	α-guaiene	5
D0VMR8	Delta-guaiene synthase 3	sesq	sesq	Aquilaria crassna	Plantae	δ-guaiene; α-guaiene	[8, 5]	α-guaiene	5
D1MJ52	Germacrene A synthase 3	sesq	sesq	Helianthus annuus	Plantae	(−)-germacrene A	[24]	(−)-germacrene A	24
D2B747	4-epi-cubebol synthase	sesq	sesq	Streptosporangium roseum	Bacteria	(+)-4-epi-cubebol	[3]	(+)-4-epi-cubebol	3
D2X8G0	Ent-copalyl diphosphate synthase	di-int	di	Picea glauca	Plantae	5β,9α,10α-labda-8(20),13-dien-15-yl diphosphate(3−)	[21]	5β,9α,10α-labda-8(20),13-dien-15-yl diphosphate(3−)	21
D2X8G1	(-)-ent-kaurene synthase	di	di	Picea glauca	Plantae	ent-kaurene	[31]	ent-kaurene	31
D2X8G2	Ent-copalyl diphosphate synthase	di-int	di	Picea sitchensis	Plantae	5β,9α,10α-labda-8(20),13-dien-15-yl diphosphate(3−)	[21]	5β,9α,10α-labda-8(20),13-dien-15-yl diphosphate(3−)	21
D2X8Y8	(-)-ent-kaurene synthase	di	di	Picea glauca	Plantae	ent-kaurene	[31]	ent-kaurene	31
D2XEB3	(-)-ent-kaurene synthase	di	di	Picea glauca	Plantae	ent-kaurene	[31]	ent-kaurene	31
D2YZP9	(S)-beta-bisabolene synthase	sesq	sesq	Zingiber officinale 	Plantae	(S)-β-bisabolene	[16]	(S)-β-bisabolene	16
D3KYU2	2-methylisoborneol synthase	mono	mono	Streptomyces lasalocidi	Bacteria	2-methylisoborneol	[5]	2-methylisoborneol	5
D4IIJ0	Kaurene synthase	di	di	Helianthus annuus	Plantae	ent-kaurene	[31]	ent-kaurene	31
D4IIJ1	Kaurene synthase	di	di	Helianthus annuus	Plantae	ent-kaurene	[31]	ent-kaurene	31
D5KXD2	Beta caryophyllene/humulene synthase	sesq; mono	mixed	Solanum lycopersicum	Plantae	β-bisabolene; (Z)-γ-bisabolene; γ-curcumene; (−)-β-caryophyllene; (1E,4E,8E)-α-humulene; terpinolene; limonene; β-myrcene; (E)-β-ocimene	[16, 9, 8, 64, 35, 40, 33, 58, 27]	γ-curcumene	8
D5KXJ0	15-cis-phytoene synthase	tetra-int; tetra	mixed	Enterobacter agglomerans	Bacteria	prephytoene diphosphate; 15-cis-phytoene	[3, 15]	prephytoene diphosphate	3
D5SJ87	Labda-7,13-dienyl diphosphate synthase	di-int	di	Streptomyces clavuligerus	Bacteria	(5S,9S,10S,13E)-labda-7,13-dien-15-yl diphosphate(3−)	[1]	(5S,9S,10S,13E)-labda-7,13-dien-15-yl diphosphate(3−)	1
D5SL78	R-linalool synthase	mono; sesq	mixed	Streptomyces clavuligerus	Bacteria	(R)-linalool; (6E)-nerolidol	[11, 16]	(R)-linalool	11
D7T0P8	Terpene cyclase/mutase family member	tri	tri	Vitis vinifera	Plantae	β-amyrin	[41]	β-amyrin	41
D8RLD3	(+)-germacrene D synthase	sesq	sesq	Selaginella moellendorffii 	Plantae	(+)-germacrene D; α-copaene; (−)-β-elemene; bicyclogermacrene; γ-cadinene; δ-cadinene; α-cadinene	[6, 13, 26, 8, 7, 37, 5]	α-cadinene	5
D8RNZ9	(3S,6E)-nerolidol synthase	sesq; mono	mixed	Selaginella moellendorffii	Plantae	(3S,6E)-nerolidol; limonene; (S)-linalool	[5, 33, 10]	(3S,6E)-nerolidol	5
D9J0D3	Cembratrienol synthase 2a	di	di	Nicotiana sylvestris	Plantae	alpha-cembratrien-ol; beta-cembratrien-ol	[3, 3]	alpha-cembratrien-ol	3
D9J0D4	Cembratrienol synthase 2b	di	di	Nicotiana sylvestris	Plantae	alpha-cembratrien-ol; beta-cembratrien-ol	[3, 3]	alpha-cembratrien-ol	3
D9J0D5	Cembratrienol synthase 3	di	di	Nicotiana sylvestris	Plantae	alpha-cembratrien-ol; beta-cembratrien-ol	[3, 3]	alpha-cembratrien-ol	3
D9XD61	7-epi-alpha-eudesmol synthase	sesq	sesq	Streptomyces viridochromogenes	Bacteria	7-epi-α-eudesmol	[1]	7-epi-α-eudesmol	1
D9XDR8	(-)-alpha-amorphene synthase	sesq	sesq	Streptomyces viridochromogenes	Bacteria	(−)-α-amorphene	[1]	(−)-α-amorphene	1
DgTC-1		sesq	sesq	Dendronephtha gigantea	Coral	nephthene	[4]	nephthene	4
DgTC-2		di; sesq	mixed	Dendronephtha gigantea	Coral	cembrene A; (2-trans,6-trans)-farnesol	[4, 7]	cembrene A	4
E2E2N3	(E)-beta-ocimene synthase, chloroplastic	mono	mono	Origanum vulgare	Plantae	(E)-β-ocimene; β-myrcene; α-terpinene; β-phellandrene; (Z)-β-ocimene; γ-terpinene	[27, 58, 7, 13, 15, 22]	α-terpinene	7
E2E2N4	(E)-beta-caryophyllene synthase	sesq; mono	mixed	Origanum vulgare	Plantae	(−)-β-caryophyllene; (1E,4E,8E)-α-humulene; β-myrcene; limonene; (E)-β-ocimene; terpinolene; linalool	[64, 35, 58, 33, 27, 40, 27]	(E)-β-ocimene	27
E2E2N5	Terpene synthase 6	sesq; mono	mixed	Origanum vulgare	Plantae	(−)-β-caryophyllene; (1E,4E,8E)-α-humulene; β-myrcene; limonene; (E)-β-ocimene; terpinolene; linalool	[64, 35, 58, 33, 27, 40, 27]	(E)-β-ocimene	27
E2E2N7	Bicyclogermacrene synthase	sesq; mono	mixed	Origanum vulgare	Plantae	bicyclogermacrene; Allo-Aromadendrene; (1E,4E,8E)-α-humulene; (−)-β-caryophyllene; terpinolene; limonene; geraniol; β-myrcene; (Z)-β-ocimene; (E)-β-ocimene; γ-terpinene; linalool; α-terpineol	[8, 3, 35, 64, 40, 33, 21, 58, 15, 27, 22, 27, 14]	Allo-Aromadendrene	3
E2E2N8	Terpene synthase 3	sesq; mono	mixed	Origanum vulgare	Plantae	(−)-germacrene D; bicyclogermacrene; β-myrcene; limonene; terpinolene; geraniol	[24, 8, 58, 33, 40, 21]	bicyclogermacrene	8
E2E2P0	Gamma-terpinene synthase	mono	mono	Origanum vulgare	Plantae	γ-terpinene; α-terpinene; α-thujene; α-pinene; sabinene; β-myrcene; p-cymene; (4R)-limonene	[22, 7, 7, 20, 13, 58, 1, 11]	p-cymene	1
E2E2P1	Beta-phellandrene synthase	mono	mono	Origanum vulgare	Plantae	β-phellandrene; (+)-sabinene; α-thujene; α-pinene; β-myrcene	[13, 9, 7, 20, 58]	α-thujene	7
E2E2P2	Beta-phellandrene synthase	mono	mono	Origanum vulgare	Plantae	β-phellandrene; (+)-sabinene	[13, 9]	(+)-sabinene	9
E2IHE0	Copal-8-ol diphosphate hydratase	di-int	di	Cistus creticus subsp. creticus	Plantae	copal-8-ol diphosphate(3−)	[8]	copal-8-ol diphosphate(3−)	8
E2IUA6	Taraxerol synthase	tri	tri	Kalanchoe daigremontiana	Plantae	taraxerol	[2]	taraxerol	2
E2IUA7	Glutinol synthase	tri	tri	Kalanchoe daigremontiana	Plantae	friedelin	[2]	friedelin	2
E2IUA8	Friedelin synthase	tri	tri	Kalanchoe daigremontiana	Plantae	friedelin	[2]	friedelin	2
E2IUA9	Lupeol synthase	tri	tri	Kalanchoe daigremontiana	Plantae	lupeol	[14]	lupeol	14
E2IUB0	Cycloartenol synthase	tri	tri	Kalanchoe daigremontiana	Plantae	cycloartenol	[22]	cycloartenol	22
E3VWJ0	Pentalenene synthase	sesq	sesq	Streptomyces arenae	Bacteria	pentalenene	[4]	pentalenene	4
E3W202	Santalene synthase	sesq	sesq	Santalum album	Plantae	(−)-exo-α-bergamotene; (+)-α-santalene; (−)-β-santalene	[14, 6, 3]	(−)-β-santalene	3
E3W203	Santalene synthase	sesq	sesq	Santalum austrocaledonicum	Plantae	(−)-β-santalene; (+)-α-santalene; (−)-exo-α-bergamotene	[3, 6, 14]	(−)-β-santalene	3
E3W204	Santalene synthase	sesq	sesq	Santalum spicatum	Plantae	(−)-β-santalene; (+)-α-santalene; (−)-exo-α-bergamotene	[3, 6, 14]	(−)-β-santalene	3
E3W205	Beta-bisabolene synthase	sesq	sesq	Santalum austrocaledonicum	Plantae	β-bisabolene	[16]	β-bisabolene	16
E3W206	Alpha-bisabolol synthase	sesq	sesq	Santalum spicatum 	Plantae	(E,R)-α-bisabolene	[4]	(E,R)-α-bisabolene	4
E3W207	Sesquiterpene synthase	sesq	sesq	Santalum austrocaledonicum	Plantae	(1E,4E,8E)-α-humulene	[35]	(1E,4E,8E)-α-humulene	35
E3W208	Sesquiterpene synthase	sesq	sesq	Santalum spicatum	Plantae	guaiol; elemol	[2, 5]	guaiol	2
E3W326	(-)-beta-bisabolene synthase	sesq	sesq	Santalum album	Plantae	(S)-β-bisabolene	[16]	(S)-β-bisabolene	16
E3WDE2	Ent-kaurene synthase	di-int; di	mixed	Liochlaena subulata	Plantae	5β,9α,10α-labda-8(20),13-dien-15-yl diphosphate(3−); ent-kaurene	[21, 31]	5β,9α,10α-labda-8(20),13-dien-15-yl diphosphate(3−)	21
E4MYY0	(2Z,6E)-hedycaryol synthase	sesq	sesq	Kitasatospora setae	Bacteria	(2Z,6E)-hedycaryol	[2]	(2Z,6E)-hedycaryol	2
E4N7E5	(+)-corvol ether B/A synthase	sesq	sesq	Kitasatospora setae	Bacteria	(+)-corvol ether B; (+)-corvol ether A	[6, 6]	(+)-corvol ether B	6
E4V6I8	Protostadienol synthase A	tri	tri	Arthroderma gypseum	Fungi	(17Z)-protosta-17(20),24-dien-3β-ol	[4]	(17Z)-protosta-17(20),24-dien-3β-ol	4
E5GAF3	(E)-beta-caryophyllene synthase	sesq	sesq	Vitis vinifera	Plantae	(−)-β-caryophyllene; (1E,4E,8E)-α-humulene	[64, 35]	(1E,4E,8E)-α-humulene	35
