DATASET_COLORSTRIP
SEPARATOR COMMA
DATASET_LABEL,Novelty score
uniprot_208193,#39558c
uniprot_208198,#2d718e
uniprot_208201,#2d718e
uniprot_208230,#287d8e
uniprot_208236,#287d8e
uniprot_208249,#481467
uniprot_208250,#39558c
uniprot_208273,#440154
uniprot_208298,#33638d
uniprot_208312,#33638d
uniprot_208317,#39558c
uniprot_208329,#440154
uniprot_208330,#1f968b
uniprot_208343,#404688
uniprot_208358,#39558c
uniprot_208377,#238a8d
uniprot_208380,#287d8e
uniprot_208507,#39558c
uniprot_208530,#33638d
uniprot_208563,#404688
uniprot_208569,#481467
uniprot_208589,#404688
uniprot_208609,#2d718e
uniprot_208630,#2d718e
uniprot_208684,#33638d
uniprot_208733,#481467
uniprot_208748,#33638d
uniprot_208754,#482576
uniprot_208772,#482576
uniprot_208950,#453781
uniprot_209035,#440154
uniprot_209151,#33638d
uniprot_209169,#482576
uniprot_209247,#33638d
uniprot_209327,#33638d
uniprot_209402,#39558c
uniprot_209407,#39558c
uniprot_209547,#1f968b
uniprot_209577,#481467
uniprot_209587,#39558c
uniprot_209612,#287d8e
uniprot_209615,#33638d
uniprot_209691,#33638d
uniprot_209697,#482576
uniprot_209712,#481467
uniprot_209753,#2d718e
uniprot_209850,#482576
uniprot_209890,#39558c
uniprot_209997,#481467
uniprot_210059,#20a386
uniprot_210298,#482576
uniprot_210328,#33638d
uniprot_210330,#287d8e
uniprot_210343,#39558c
uniprot_210344,#481467
uniprot_210347,#481467
uniprot_210348,#33638d
uniprot_210368,#481467
uniprot_210463,#482576
uniprot_210496,#33638d
uniprot_210516,#39558c
uniprot_210581,#33638d
uniprot_210600,#2d718e
uniprot_210630,#453781
uniprot_210725,#2d718e
uniprot_210729,#287d8e
uniprot_210732,#2d718e
uniprot_210739,#33638d
uniprot_210787,#33638d
uniprot_210873,#453781
uniprot_210880,#39558c
uniprot_210937,#39558c
uniprot_210966,#1f968b
uniprot_210970,#404688
uniprot_211288,#404688
uniprot_211331,#453781
uniprot_211340,#39558c
uniprot_211576,#2d718e
uniprot_211615,#287d8e
uniprot_211808,#404688
uniprot_212464,#39558c
uniprot_212494,#481467
uniprot_212522,#33638d
uniprot_212605,#404688
uniprot_212613,#453781
uniprot_212658,#238a8d
uniprot_212757,#453781
uniprot_212824,#404688
uniprot_213078,#2d718e
uniprot_213322,#453781
uniprot_213623,#453781
uniprot_213630,#453781
uniprot_213740,#287d8e
uniprot_214094,#404688
uniprot_214129,#39558c
uniprot_214233,#440154
uniprot_214506,#2d718e
uniprot_214536,#2d718e
uniprot_214620,#1f968b
uniprot_214659,#481467
uniprot_214734,#482576
uniprot_215111,#453781
uniprot_215481,#39558c
uniprot_215606,#33638d
uniprot_215771,#33638d
uniprot_215926,#404688
uniprot_216077,#404688
uniprot_216146,#33638d
uniprot_216275,#404688
uniprot_216289,#33638d
uniprot_216548,#33638d
uniprot_216702,#404688
uniprot_216728,#2d718e
uniprot_216753,#33638d
uniprot_216760,#33638d
uniprot_216907,#2d718e
uniprot_217109,#39558c
uniprot_217110,#453781
uniprot_217140,#404688
uniprot_217172,#453781
uniprot_217174,#2d718e
uniprot_217187,#482576
uniprot_217197,#481467
uniprot_217247,#33638d
uniprot_217282,#481467
uniprot_217295,#33638d
uniprot_217297,#482576
uniprot_217305,#39558c
uniprot_217309,#453781
uniprot_217330,#33638d
uniprot_217337,#453781
uniprot_217344,#482576
uniprot_217350,#453781
uniprot_217353,#39558c
uniprot_217354,#453781
uniprot_217405,#481467
uniprot_217424,#481467
uniprot_217443,#482576
uniprot_217454,#404688
uniprot_217460,#33638d
uniprot_217468,#39558c
uniprot_217491,#481467
uniprot_217493,#453781
uniprot_217508,#453781
uniprot_217515,#404688
uniprot_217531,#238a8d
uniprot_217541,#33638d
uniprot_217548,#33638d
uniprot_217557,#481467
uniprot_217595,#404688
uniprot_217596,#453781
uniprot_217604,#33638d
uniprot_217605,#453781
uniprot_217624,#482576
uniprot_217631,#33638d
uniprot_217649,#39558c
uniprot_217667,#482576
uniprot_217687,#481467
uniprot_217696,#287d8e
uniprot_217709,#482576
uniprot_217716,#2d718e
uniprot_217729,#2d718e
uniprot_217737,#453781
uniprot_217757,#440154
uniprot_217773,#404688
uniprot_217793,#440154
uniprot_217809,#39558c
uniprot_217812,#1f968b
uniprot_217814,#481467
uniprot_217815,#39558c
uniprot_217818,#33638d
uniprot_217819,#482576
uniprot_217820,#287d8e
uniprot_217821,#481467
uniprot_217849,#482576
uniprot_217886,#33638d
uniprot_217901,#482576
uniprot_217905,#404688
uniprot_217910,#404688
uniprot_217915,#482576
uniprot_217918,#440154
uniprot_217928,#481467
uniprot_217931,#482576
uniprot_217951,#481467
uniprot_217965,#482576
uniprot_217971,#481467
uniprot_217979,#453781
uniprot_217991,#39558c
uniprot_217993,#33638d
uniprot_217996,#453781
uniprot_218039,#238a8d
uniprot_218096,#481467
uniprot_218144,#33638d
uniprot_218174,#453781
uniprot_218214,#440154
uniprot_218478,#453781
uniprot_218539,#404688
uniprot_218580,#39558c
uniprot_218599,#287d8e
uniprot_218628,#482576
uniprot_218640,#440154
uniprot_218644,#481467
uniprot_218652,#453781
uniprot_218660,#404688
uniprot_218661,#481467
uniprot_218681,#404688
uniprot_218696,#481467
uniprot_218700,#29af7f
uniprot_218708,#482576
uniprot_218712,#404688
uniprot_218715,#29af7f
uniprot_218718,#481467
uniprot_218721,#482576
uniprot_218726,#33638d
uniprot_218752,#481467
uniprot_218764,#482576
uniprot_218770,#440154
uniprot_218772,#481467
uniprot_218775,#482576
uniprot_218780,#453781
uniprot_218800,#404688
uniprot_218827,#481467
uniprot_218844,#482576
uniprot_218848,#481467
uniprot_218864,#481467
uniprot_218879,#404688
uniprot_218881,#453781
uniprot_218887,#440154
uniprot_218922,#440154
uniprot_218936,#238a8d
uniprot_218946,#481467
uniprot_218951,#482576
uniprot_218971,#482576
uniprot_218997,#287d8e
uniprot_219002,#482576
uniprot_219003,#39558c
uniprot_219004,#39558c
uniprot_219007,#440154
uniprot_219019,#482576
uniprot_219020,#481467
uniprot_219024,#39558c
uniprot_219027,#481467
uniprot_219036,#440154
uniprot_219037,#481467
uniprot_219045,#440154
uniprot_219052,#481467
uniprot_219082,#440154
uniprot_219083,#440154
uniprot_219103,#481467
uniprot_219107,#440154
uniprot_219117,#481467
uniprot_219127,#404688
uniprot_219130,#453781
uniprot_219141,#2d718e
uniprot_219142,#481467
uniprot_219143,#440154
uniprot_219144,#404688
uniprot_219149,#33638d
uniprot_219159,#56c667
uniprot_219174,#482576
uniprot_219185,#238a8d
uniprot_219187,#482576
uniprot_219193,#481467
uniprot_219202,#287d8e
uniprot_219205,#453781
uniprot_219229,#29af7f
uniprot_219230,#404688
uniprot_219250,#481467
uniprot_219252,#33638d
uniprot_219266,#453781
uniprot_219267,#440154
uniprot_219271,#482576
uniprot_219289,#404688
uniprot_219304,#404688
uniprot_219321,#39558c
uniprot_219349,#481467
uniprot_219353,#33638d
uniprot_219387,#481467
uniprot_219388,#440154
uniprot_219421,#33638d
uniprot_219432,#481467
uniprot_219437,#33638d
uniprot_219454,#2d718e
uniprot_219457,#2d718e
uniprot_219463,#2d718e
uniprot_219475,#33638d
uniprot_219519,#404688
uniprot_219523,#482576
uniprot_219544,#440154
uniprot_219554,#404688
uniprot_219557,#453781
uniprot_219580,#39558c
uniprot_219605,#39558c
uniprot_219619,#481467
uniprot_219625,#287d8e
uniprot_219628,#404688
uniprot_219630,#453781
uniprot_219727,#404688
uniprot_219850,#287d8e
uniprot_220028,#39558c
uniprot_220055,#39558c
uniprot_220081,#39558c
uniprot_220120,#481467
uniprot_220129,#481467
uniprot_220147,#482576
uniprot_220149,#440154
uniprot_220165,#287d8e
uniprot_220175,#453781
uniprot_220177,#481467
uniprot_220186,#2d718e
uniprot_220250,#481467
uniprot_220268,#33638d
uniprot_220272,#453781
uniprot_220304,#39558c
uniprot_220307,#2d718e
uniprot_220328,#39558c
uniprot_220348,#287d8e
uniprot_220349,#287d8e
uniprot_220370,#482576
uniprot_220379,#482576
uniprot_220381,#481467
uniprot_220398,#453781
uniprot_220435,#482576
uniprot_220454,#33638d
uniprot_220458,#482576
uniprot_220519,#39558c
uniprot_220539,#453781
uniprot_220551,#404688
uniprot_220558,#482576
uniprot_220575,#33638d
uniprot_220583,#287d8e
uniprot_220588,#481467
uniprot_220603,#482576
uniprot_220658,#33638d
uniprot_220665,#482576
uniprot_220721,#1f968b
uniprot_220741,#404688
uniprot_220743,#453781
uniprot_220786,#33638d
uniprot_220808,#404688
uniprot_220809,#404688
uniprot_220846,#481467
uniprot_220923,#440154
uniprot_220929,#481467
uniprot_220975,#481467
uniprot_220979,#481467
uniprot_220988,#482576
uniprot_220993,#404688
uniprot_221006,#440154
uniprot_221071,#404688
uniprot_221100,#440154
uniprot_221141,#481467
uniprot_221142,#404688
uniprot_221161,#482576
uniprot_221188,#440154
uniprot_221190,#482576
uniprot_221202,#238a8d
uniprot_221207,#2d718e
uniprot_221218,#39558c
uniprot_221230,#404688
uniprot_221270,#33638d
uniprot_221281,#287d8e
uniprot_221357,#404688
uniprot_221365,#238a8d
uniprot_221396,#33638d
uniprot_221402,#287d8e
uniprot_221422,#33638d
uniprot_221434,#39558c
uniprot_221442,#481467
uniprot_221445,#482576
uniprot_221450,#481467
uniprot_221473,#482576
uniprot_221475,#453781
uniprot_221477,#482576
uniprot_221504,#453781
uniprot_221507,#481467
uniprot_221520,#33638d
uniprot_221544,#453781
uniprot_221550,#440154
uniprot_221589,#481467
uniprot_221592,#39558c
uniprot_221600,#482576
uniprot_221646,#404688
uniprot_221670,#482576
uniprot_221671,#482576
uniprot_221695,#481467
uniprot_221728,#2d718e
uniprot_221813,#33638d
uniprot_221840,#453781
uniprot_221854,#287d8e
uniprot_221872,#287d8e
uniprot_221880,#453781
uniprot_221913,#453781
uniprot_221915,#481467
uniprot_221920,#453781
uniprot_221935,#440154
uniprot_221967,#481467
uniprot_221982,#482576
uniprot_221991,#453781
uniprot_222016,#238a8d
uniprot_222020,#482576
uniprot_222037,#404688
uniprot_222043,#404688
uniprot_222067,#404688
uniprot_222095,#481467
uniprot_222100,#481467
uniprot_222110,#440154
uniprot_222115,#482576
uniprot_222145,#404688
uniprot_222153,#39558c
uniprot_222177,#33638d
uniprot_222187,#39558c
uniprot_222289,#481467
uniprot_222357,#440154
uniprot_222379,#482576
uniprot_222386,#481467
uniprot_222403,#287d8e
uniprot_222405,#482576
uniprot_222410,#440154
uniprot_222411,#2d718e
uniprot_222413,#287d8e
uniprot_222432,#453781
uniprot_222469,#1f968b
uniprot_222484,#39558c
uniprot_222523,#39558c
uniprot_222530,#453781
uniprot_222533,#481467
uniprot_222536,#39558c
uniprot_222578,#39558c
uniprot_222590,#404688
uniprot_222608,#440154
uniprot_222638,#440154
uniprot_222788,#453781
uniprot_222792,#481467
uniprot_222841,#481467
uniprot_222845,#287d8e
uniprot_222849,#481467
uniprot_222874,#33638d
uniprot_222884,#39558c
uniprot_222885,#453781
uniprot_222907,#453781
uniprot_222911,#39558c
uniprot_222928,#2d718e
uniprot_222932,#2d718e
uniprot_222937,#39558c
uniprot_222958,#440154
uniprot_222968,#482576
uniprot_222969,#33638d
uniprot_222972,#440154
uniprot_222973,#453781
uniprot_222994,#482576
uniprot_223011,#2d718e
uniprot_223025,#482576
uniprot_223043,#2d718e
uniprot_223071,#2d718e
uniprot_223124,#39558c
uniprot_223172,#33638d
uniprot_223228,#482576
uniprot_223248,#482576
uniprot_223259,#440154
uniprot_223270,#238a8d
uniprot_223299,#482576
uniprot_223330,#482576
uniprot_223346,#482576
uniprot_223379,#481467
uniprot_223395,#1f968b
uniprot_223425,#287d8e
uniprot_223438,#33638d
uniprot_223442,#39558c
uniprot_223446,#33638d
uniprot_223456,#404688
uniprot_223520,#482576
uniprot_223522,#33638d
uniprot_223606,#482576
uniprot_223626,#453781
uniprot_223631,#482576
uniprot_223690,#33638d
uniprot_223967,#482576
uniprot_224149,#404688
uniprot_224180,#453781
uniprot_224205,#453781
uniprot_224256,#1f968b
uniprot_224434,#482576
uniprot_224497,#33638d
uniprot_224671,#482576
uniprot_224673,#404688
uniprot_224680,#482576
uniprot_224683,#481467
uniprot_224704,#453781
uniprot_224708,#404688
uniprot_224806,#453781
uniprot_224873,#33638d
uniprot_224875,#238a8d
uniprot_224952,#39558c
uniprot_224968,#404688
uniprot_225107,#404688
uniprot_225109,#404688
uniprot_225114,#482576
uniprot_225241,#482576
uniprot_225295,#482576
uniprot_225544,#404688
uniprot_225597,#33638d
uniprot_225648,#39558c
uniprot_225745,#440154
uniprot_226197,#33638d
uniprot_226365,#453781
uniprot_226416,#404688
uniprot_226434,#33638d
uniprot_226697,#404688
uniprot_226714,#453781
uniprot_226723,#39558c
uniprot_226738,#404688
uniprot_226849,#453781
uniprot_226851,#404688
uniprot_226946,#404688
uniprot_227164,#2d718e
uniprot_227187,#287d8e
uniprot_227394,#482576
uniprot_227442,#453781
uniprot_227444,#482576
uniprot_227597,#39558c
uniprot_227606,#481467
uniprot_227610,#482576
uniprot_227631,#440154
uniprot_227633,#404688
uniprot_227642,#440154
uniprot_227787,#453781
uniprot_227825,#287d8e
uniprot_227847,#482576
uniprot_227975,#2d718e
uniprot_228022,#33638d
uniprot_228072,#29af7f
uniprot_228124,#482576
uniprot_228135,#481467
uniprot_228159,#440154
uniprot_228209,#481467
uniprot_228221,#39558c
uniprot_228233,#2d718e
uniprot_228235,#33638d
uniprot_228254,#481467
uniprot_228285,#453781
uniprot_228290,#33638d
uniprot_228369,#440154
uniprot_228420,#482576
uniprot_228421,#481467
uniprot_228461,#453781
uniprot_228476,#440154
uniprot_228580,#33638d
uniprot_228677,#2d718e
uniprot_228823,#33638d
uniprot_228860,#287d8e
uniprot_228873,#453781
uniprot_228885,#39558c
uniprot_228906,#39558c
uniprot_228911,#481467
uniprot_228935,#482576
uniprot_228937,#2d718e
uniprot_228948,#481467
uniprot_228952,#33638d
uniprot_228958,#482576
uniprot_228982,#39558c
uniprot_229023,#440154
uniprot_229088,#453781
uniprot_229138,#39558c
uniprot_229162,#33638d
uniprot_229176,#440154
uniprot_229240,#482576
uniprot_229267,#481467
uniprot_229330,#2d718e
uniprot_229389,#481467
uniprot_229490,#39558c
uniprot_229544,#481467
uniprot_229567,#39558c
uniprot_229580,#453781
uniprot_229582,#453781
uniprot_229586,#453781
uniprot_229605,#481467
uniprot_229617,#39558c
uniprot_229625,#238a8d
uniprot_229632,#453781
uniprot_229638,#440154
uniprot_229651,#440154
uniprot_229659,#404688
uniprot_229660,#404688
uniprot_229665,#2d718e
uniprot_229703,#39558c
uniprot_229735,#482576
uniprot_229743,#481467
uniprot_229751,#440154
uniprot_229762,#33638d
uniprot_229784,#2d718e
uniprot_229810,#440154
uniprot_229811,#404688
uniprot_229816,#39558c
uniprot_229820,#39558c
uniprot_229845,#33638d
uniprot_229849,#238a8d
uniprot_229856,#404688
uniprot_229865,#481467
uniprot_229879,#238a8d
uniprot_229891,#39558c
uniprot_229899,#453781
uniprot_229914,#453781
uniprot_229929,#440154
uniprot_229953,#1f968b
uniprot_229961,#287d8e
uniprot_229964,#404688
uniprot_229974,#33638d
uniprot_229980,#440154
uniprot_229983,#481467
uniprot_229988,#440154
uniprot_230034,#287d8e
uniprot_230037,#481467
uniprot_230042,#482576
uniprot_230070,#482576
uniprot_230098,#404688
uniprot_230099,#481467
uniprot_230108,#453781
uniprot_230109,#482576
uniprot_230120,#453781
uniprot_230130,#404688
uniprot_230191,#453781
uniprot_230210,#481467
uniprot_230249,#404688
uniprot_230339,#404688
uniprot_230348,#2d718e
uniprot_230354,#39558c
uniprot_230357,#482576
uniprot_230372,#440154
uniprot_230389,#404688
uniprot_230406,#481467
uniprot_230409,#33638d
uniprot_230417,#453781
uniprot_230430,#2d718e
uniprot_230441,#481467
uniprot_230447,#482576
uniprot_230453,#453781
uniprot_230455,#404688
uniprot_230466,#404688
uniprot_230478,#39558c
uniprot_230484,#481467
uniprot_230488,#453781
uniprot_230512,#39558c
uniprot_230559,#481467
uniprot_230591,#404688
uniprot_230648,#440154
uniprot_230692,#1f968b
uniprot_230693,#2d718e
uniprot_230705,#453781
uniprot_230744,#481467
uniprot_230751,#481467
uniprot_230822,#482576
uniprot_230828,#482576
uniprot_230978,#287d8e
uniprot_231023,#453781
uniprot_231027,#404688
uniprot_231030,#404688
uniprot_231041,#404688
uniprot_231058,#482576
uniprot_231092,#482576
uniprot_231414,#481467
uniprot_231426,#39558c
uniprot_231464,#482576
uniprot_231467,#404688
uniprot_231473,#453781
uniprot_231478,#33638d
uniprot_231564,#238a8d
uniprot_231636,#404688
uniprot_231661,#453781
uniprot_231670,#482576
uniprot_231728,#481467
uniprot_231743,#39558c
uniprot_231763,#33638d
uniprot_231782,#453781
uniprot_231801,#481467
uniprot_231807,#33638d
uniprot_231840,#482576
uniprot_231876,#481467
uniprot_231973,#404688
uniprot_231990,#453781
uniprot_231997,#39558c
uniprot_232036,#453781
uniprot_232039,#453781
uniprot_232045,#404688
uniprot_232130,#481467
uniprot_232148,#1f968b
uniprot_232192,#404688
uniprot_232194,#453781
uniprot_232206,#404688
uniprot_232236,#481467
uniprot_232284,#2d718e
uniprot_232322,#481467
uniprot_232441,#287d8e
uniprot_232477,#481467
uniprot_232537,#440154
uniprot_233049,#2d718e
uniprot_233074,#453781
uniprot_233267,#481467
uniprot_233313,#39558c
uniprot_233411,#39558c
uniprot_233449,#39558c
uniprot_233451,#2d718e
uniprot_233543,#39558c
uniprot_233546,#453781
uniprot_233549,#404688
uniprot_233651,#33638d
uniprot_233686,#453781
uniprot_233951,#33638d
uniprot_233970,#482576
uniprot_234031,#453781
uniprot_234195,#482576
uniprot_234204,#33638d
uniprot_234208,#481467
uniprot_234216,#453781
uniprot_234217,#404688
uniprot_234258,#453781
uniprot_234318,#1f968b
uniprot_234320,#481467
uniprot_234333,#33638d
uniprot_234354,#481467
uniprot_234360,#481467
uniprot_234427,#482576
uniprot_234440,#481467
uniprot_234464,#481467
uniprot_234506,#481467
uniprot_234544,#481467
uniprot_234557,#33638d
uniprot_234563,#39558c
uniprot_234570,#482576
uniprot_234577,#481467
uniprot_234591,#482576
uniprot_234619,#481467
uniprot_234631,#482576
uniprot_234635,#481467
uniprot_234638,#481467
uniprot_234649,#481467
uniprot_234651,#482576
uniprot_234731,#481467
uniprot_234735,#481467
uniprot_234736,#481467
uniprot_234737,#481467
uniprot_234746,#481467
uniprot_234767,#482576
uniprot_234782,#2d718e
uniprot_234795,#287d8e
uniprot_234837,#404688
uniprot_234875,#39558c
uniprot_234994,#287d8e
uniprot_235029,#481467
uniprot_235033,#482576
uniprot_235106,#481467
uniprot_235132,#481467
uniprot_235150,#481467
uniprot_235167,#39558c
uniprot_235182,#482576
uniprot_235188,#481467
uniprot_235194,#482576
uniprot_235205,#404688
uniprot_235230,#33638d
uniprot_235258,#482576
uniprot_235267,#482576
uniprot_235270,#482576
uniprot_235381,#481467
uniprot_235387,#481467
uniprot_235390,#481467
uniprot_235409,#482576
uniprot_235416,#482576
uniprot_235448,#440154
uniprot_235458,#482576
uniprot_235464,#2d718e
uniprot_235499,#39558c
uniprot_235520,#453781
uniprot_235543,#440154
uniprot_235609,#482576
uniprot_235939,#481467
uniprot_235950,#39558c
uniprot_235972,#453781
uniprot_235975,#39558c
uniprot_235976,#482576
uniprot_235988,#481467
uniprot_236059,#481467
uniprot_236065,#482576
uniprot_236113,#481467
uniprot_236124,#404688
uniprot_236134,#453781
uniprot_236157,#482576
uniprot_236161,#482576
uniprot_236168,#33638d
uniprot_236176,#287d8e
uniprot_236191,#481467
uniprot_236204,#453781
uniprot_236212,#482576
uniprot_236230,#482576
uniprot_236253,#481467
uniprot_236261,#453781
uniprot_236270,#481467
uniprot_236274,#39558c
uniprot_236283,#39558c
uniprot_236317,#2d718e
uniprot_236346,#482576
uniprot_236359,#481467
uniprot_236367,#482576
uniprot_236369,#453781
uniprot_236377,#481467
uniprot_236443,#453781
uniprot_236456,#404688
uniprot_236499,#2d718e
uniprot_236502,#481467
uniprot_236516,#453781
uniprot_236518,#440154
uniprot_236567,#481467
uniprot_236578,#482576
uniprot_236592,#481467
uniprot_236595,#482576
uniprot_236597,#39558c
uniprot_236621,#404688
uniprot_236628,#404688
uniprot_236653,#33638d
uniprot_236684,#482576
uniprot_236714,#440154
uniprot_236735,#39558c
uniprot_236745,#482576
uniprot_236746,#2d718e
uniprot_236777,#482576
uniprot_236794,#404688
uniprot_236834,#482576
uniprot_236839,#33638d
uniprot_236848,#481467
uniprot_236869,#2d718e
uniprot_236882,#404688
uniprot_236938,#481467
uniprot_236951,#453781
uniprot_236974,#453781
uniprot_236976,#33638d
uniprot_236995,#481467
uniprot_237018,#39558c
uniprot_237021,#33638d
uniprot_237035,#2d718e
uniprot_237116,#39558c
uniprot_237133,#404688
uniprot_237163,#453781
uniprot_237166,#481467
uniprot_237186,#481467
uniprot_237192,#482576
uniprot_237210,#287d8e
uniprot_237211,#440154
uniprot_237223,#482576
uniprot_237228,#453781
uniprot_237259,#481467
uniprot_237270,#481467
uniprot_237275,#404688
uniprot_237280,#33638d
uniprot_237298,#453781
uniprot_237382,#39558c
uniprot_237404,#481467
uniprot_237408,#39558c
uniprot_237417,#482576
uniprot_237603,#2d718e
uniprot_237609,#39558c
uniprot_237620,#39558c
uniprot_237688,#482576
uniprot_237751,#404688
uniprot_237920,#39558c
uniprot_238076,#287d8e
uniprot_238092,#482576
uniprot_238101,#453781
uniprot_238102,#481467
uniprot_238130,#404688
uniprot_238161,#33638d
uniprot_238179,#481467
uniprot_238196,#404688
uniprot_238198,#482576
uniprot_238224,#482576
uniprot_238230,#481467
uniprot_238243,#453781
uniprot_238294,#482576
uniprot_238430,#440154
uniprot_238449,#33638d
uniprot_238511,#404688
uniprot_238525,#481467
uniprot_238551,#39558c
uniprot_238555,#33638d
uniprot_238560,#482576
uniprot_238739,#39558c
uniprot_238831,#39558c
uniprot_238899,#481467
uniprot_238903,#39558c
uniprot_238907,#33638d
uniprot_238965,#20a386
uniprot_238978,#33638d
uniprot_238996,#287d8e
uniprot_239026,#39558c
uniprot_239035,#2d718e
uniprot_239311,#39558c
uniprot_239340,#2d718e
uniprot_239421,#2d718e
uniprot_239453,#482576
uniprot_239456,#39558c
uniprot_239475,#33638d
uniprot_239488,#404688
uniprot_239549,#404688
uniprot_239554,#39558c
uniprot_239560,#39558c
uniprot_239695,#20a386
uniprot_239699,#33638d
uniprot_239763,#33638d
uniprot_239869,#404688
uniprot_239933,#39558c
uniprot_239940,#33638d
uniprot_239949,#2d718e
uniprot_239952,#39558c
uniprot_239953,#238a8d
uniprot_239954,#404688
uniprot_239980,#453781
uniprot_240006,#33638d
uniprot_240546,#453781
uniprot_240564,#453781
uniprot_240655,#404688
uniprot_240656,#404688
uniprot_240717,#440154
uniprot_240732,#440154
uniprot_240741,#404688
uniprot_240774,#39558c
uniprot_240855,#482576
uniprot_240887,#1f968b
uniprot_240892,#404688
uniprot_240952,#2d718e
uniprot_241009,#482576
uniprot_241156,#453781
uniprot_241175,#404688
uniprot_241201,#287d8e
uniprot_241211,#238a8d
uniprot_241431,#482576
uniprot_241487,#404688
uniprot_241594,#481467
uniprot_241601,#287d8e
uniprot_242016,#33638d
uniprot_242179,#404688
uniprot_242259,#33638d
uniprot_242508,#404688
uniprot_242519,#481467
uniprot_242946,#33638d
uniprot_243035,#238a8d
uniprot_243149,#1f968b
uniprot_243200,#33638d
uniprot_243295,#238a8d
uniprot_243389,#482576
uniprot_243395,#2d718e
uniprot_243396,#482576
uniprot_243424,#482576
uniprot_243450,#2d718e
uniprot_243458,#440154
uniprot_243460,#482576
uniprot_243472,#39558c
uniprot_243490,#453781
uniprot_243500,#453781
uniprot_243527,#453781
uniprot_243528,#287d8e
uniprot_243537,#404688
uniprot_243576,#482576
uniprot_243580,#482576
uniprot_243586,#404688
uniprot_243599,#287d8e
uniprot_243606,#404688
uniprot_243609,#482576
uniprot_243640,#482576
uniprot_243642,#482576
uniprot_243645,#453781
uniprot_243648,#33638d
uniprot_243659,#440154
uniprot_243662,#39558c
uniprot_243663,#482576
uniprot_243693,#453781
uniprot_243732,#404688
uniprot_243739,#404688
uniprot_243761,#238a8d
uniprot_243804,#482576
uniprot_243819,#482576
uniprot_243847,#404688
uniprot_243864,#1f968b
uniprot_243870,#481467
uniprot_243879,#481467
uniprot_243911,#453781
uniprot_243915,#440154
uniprot_243938,#39558c
uniprot_243942,#481467
uniprot_243959,#2d718e
uniprot_243962,#453781
uniprot_243990,#440154
uniprot_244002,#481467
uniprot_244011,#238a8d
uniprot_244021,#481467
uniprot_244035,#453781
uniprot_244062,#453781
uniprot_244070,#2d718e
uniprot_244081,#2d718e
uniprot_244108,#2d718e
uniprot_244109,#39558c
uniprot_244112,#39558c
uniprot_244115,#482576
uniprot_244118,#287d8e
uniprot_244220,#404688
uniprot_244239,#287d8e
uniprot_244244,#440154
uniprot_244286,#33638d
uniprot_244309,#481467
uniprot_244343,#440154
uniprot_244350,#238a8d
uniprot_244369,#2d718e
uniprot_244396,#481467
uniprot_244405,#39558c
uniprot_244408,#440154
uniprot_244449,#481467
uniprot_244465,#453781
uniprot_244475,#453781
uniprot_244484,#404688
uniprot_244518,#481467
uniprot_244540,#404688
uniprot_244563,#481467
uniprot_244578,#440154
uniprot_244582,#482576
uniprot_244636,#39558c
uniprot_244640,#481467
uniprot_244693,#453781
uniprot_244709,#482576
uniprot_244716,#482576
uniprot_244752,#39558c
uniprot_244759,#482576
uniprot_244773,#1f968b
uniprot_244775,#481467
uniprot_244811,#404688
uniprot_244821,#39558c
uniprot_244868,#238a8d
uniprot_244890,#404688
uniprot_244905,#482576
uniprot_244916,#440154
uniprot_244923,#481467
uniprot_244945,#482576
uniprot_244968,#453781
uniprot_244984,#481467
uniprot_244994,#287d8e
uniprot_245008,#481467
uniprot_245025,#33638d
uniprot_245054,#453781
uniprot_245057,#482576
uniprot_245069,#404688
uniprot_245070,#404688
uniprot_245073,#440154
uniprot_245089,#453781
uniprot_245127,#481467
uniprot_245130,#2d718e
uniprot_245135,#238a8d
uniprot_245137,#481467
uniprot_245157,#481467
uniprot_245232,#481467
uniprot_245233,#481467
uniprot_245247,#404688
uniprot_245248,#453781
uniprot_245252,#33638d
uniprot_245284,#482576
uniprot_245294,#39558c
uniprot_245329,#1f968b
uniprot_245342,#453781
uniprot_245352,#2d718e
uniprot_245365,#39558c
uniprot_245381,#482576
uniprot_245382,#481467
uniprot_245404,#440154
uniprot_245413,#39558c
uniprot_245416,#481467
uniprot_245419,#482576
uniprot_245431,#482576
uniprot_245456,#404688
uniprot_245480,#33638d
uniprot_245512,#39558c
uniprot_245522,#482576
uniprot_245569,#482576
uniprot_245575,#404688
uniprot_245587,#453781
uniprot_245621,#39558c
uniprot_245639,#453781
uniprot_245662,#453781
uniprot_245674,#453781
uniprot_245682,#453781
uniprot_245691,#453781
uniprot_245727,#482576
uniprot_245729,#404688
uniprot_245745,#481467
uniprot_245760,#481467
uniprot_245776,#453781
uniprot_245780,#404688
uniprot_245793,#39558c
uniprot_245798,#238a8d
uniprot_245819,#453781
uniprot_245847,#33638d
uniprot_245854,#2d718e
uniprot_245861,#481467
uniprot_245912,#2d718e
uniprot_245920,#440154
uniprot_245951,#20a386
uniprot_245954,#287d8e
uniprot_245966,#453781
uniprot_245970,#481467
uniprot_245987,#482576
uniprot_245999,#440154
uniprot_246043,#481467
uniprot_246056,#453781
uniprot_246061,#481467
uniprot_246085,#482576
uniprot_246114,#481467
uniprot_246125,#440154
uniprot_246132,#481467
uniprot_246139,#2d718e
uniprot_246189,#481467
uniprot_246194,#287d8e
